  31.71010,  31.00000,  33.00000,  -1.28990
  33.50881,  31.00000,  35.00000,  -1.49119
  34.64531,  31.00000,  37.00000,  -2.35469
  36.35547,  31.00000,  39.00000,  -2.64453
  38.28186,  31.00000,  41.00000,  -2.71814
  40.70985,  31.00000,  43.00000,  -2.29015
  43.72908,  31.00000,  45.00000,  -1.27092
  46.50633,  31.00000,  47.00000,  -0.49367
  48.71216,  31.00000,  49.00000,  -0.28784
  50.65550,  31.00000,  51.00000,  -0.34450
  53.29210,  31.00000,  53.00000,   0.29210
  54.71713,  31.00000,  55.00000,  -0.28287
  56.71351,  31.00000,  57.00000,  -0.28649
  58.64357,  31.00000,  59.00000,  -0.35643
  60.63833,  31.00000,  61.00000,  -0.36167
  62.64282,  31.00000,  63.00000,  -0.35718
  64.64260,  31.00000,  65.00000,  -0.35740
  66.65128,  31.00000,  67.00000,  -0.34872
  68.64786,  31.00000,  69.00000,  -0.35214
  70.49643,  31.00000,  71.00000,  -0.50357
