  31.72701,  31.00000,  33.00000,  -1.27299
  33.49406,  31.00000,  35.00000,  -1.50594
  34.70694,  31.00000,  37.00000,  -2.29306
  36.28544,  31.00000,  39.00000,  -2.71456
  38.27867,  31.00000,  41.00000,  -2.72133
  40.72044,  31.00000,  43.00000,  -2.27956
  43.72840,  31.00000,  45.00000,  -1.27160
  46.50453,  31.00000,  47.00000,  -0.49547
  48.72383,  31.00000,  49.00000,  -0.27617
  50.70770,  31.00000,  51.00000,  -0.29230
  53.29342,  31.00000,  53.00000,   0.29342
  55.27633,  31.00000,  55.00000,   0.27633
  56.71786,  31.00000,  57.00000,  -0.28214
  58.73170,  31.00000,  59.00000,  -0.26830
  60.73213,  31.00000,  61.00000,  -0.26787
  62.49356,  31.00000,  63.00000,  -0.50644
  64.49881,  31.00000,  65.00000,  -0.50119
  66.71132,  31.00000,  67.00000,  -0.28868
  68.48695,  31.00000,  69.00000,  -0.51305
  70.70094,  31.00000,  71.00000,  -0.29906
