  32.50000,  31.00000,  33.00000,  -0.50000
  34.50000,  31.00000,  35.00000,  -0.50000
  36.50000,  31.00000,  37.00000,  -0.50000
  38.50000,  31.00000,  39.00000,  -0.50000
  40.50000,  31.00000,  41.00000,  -0.50000
  42.50000,  31.00000,  43.00000,  -0.50000
  44.50000,  31.00000,  45.00000,  -0.50000
  46.50000,  31.00000,  47.00000,  -0.50000
  48.50000,  31.00000,  49.00000,  -0.50000
  50.50000,  31.00000,  51.00000,  -0.50000
  52.50000,  31.00000,  53.00000,  -0.50000
  54.50000,  31.00000,  55.00000,  -0.50000
  56.50000,  31.00000,  57.00000,  -0.50000
  58.50000,  31.00000,  59.00000,  -0.50000
  60.50000,  31.00000,  61.00000,  -0.50000
  62.50000,  31.00000,  63.00000,  -0.50000
  64.50000,  31.00000,  65.00000,  -0.50000
  66.50000,  31.00000,  67.00000,  -0.50000
  68.50000,  31.00000,  69.00000,  -0.50000
  70.50000,  31.00000,  71.00000,  -0.50000
