  31.50000,  31.00000,  33.00000,  -1.50000
  32.50000,  31.00000,  35.00000,  -2.50000
  33.50000,  31.00000,  37.00000,  -3.50000
  34.50000,  31.00000,  39.00000,  -4.50000
  35.50000,  31.00000,  41.00000,  -5.50000
  36.50000,  31.00000,  43.00000,  -6.50000
  37.50000,  31.00000,  45.00000,  -7.50000
  38.50000,  31.00000,  47.00000,  -8.50000
  39.50000,  31.00000,  49.00000,  -9.50000
  40.50000,  31.00000,  51.00000, -10.50000
  41.50000,  31.00000,  53.00000, -11.50000
  42.50000,  31.00000,  55.00000, -12.50000
  43.50000,  31.00000,  57.00000, -13.50000
  44.50000,  31.00000,  59.00000, -14.50000
  45.50000,  31.00000,  61.00000, -15.50000
  46.50000,  31.00000,  63.00000, -16.50000
  47.50000,  31.00000,  65.00000, -17.50000
  48.50000,  31.00000,  67.00000, -18.50000
  49.50000,  31.00000,  69.00000, -19.50000
  50.50000,  31.00000,  71.00000, -20.50000
