  32.50713,  31.00000,  33.00000,  -0.49287
  34.50226,  31.00000,  35.00000,  -0.49774
  36.49607,  31.00000,  37.00000,  -0.50393
  38.49774,  31.00000,  39.00000,  -0.50226
  40.35224,  31.00000,  41.00000,  -0.64776
  42.35125,  31.00000,  43.00000,  -0.64875
  44.50190,  31.00000,  45.00000,  -0.49810
  46.35014,  31.00000,  47.00000,  -0.64986
  48.50214,  31.00000,  49.00000,  -0.49786
  50.34062,  31.00000,  51.00000,  -0.65938
  52.35696,  31.00000,  53.00000,  -0.64304
  54.34484,  31.00000,  55.00000,  -0.65516
  56.50309,  31.00000,  57.00000,  -0.49691
  58.49536,  31.00000,  59.00000,  -0.50464
  60.49881,  31.00000,  61.00000,  -0.50119
  62.65589,  31.00000,  63.00000,  -0.34411
  64.34379,  31.00000,  65.00000,  -0.65621
  66.50725,  31.00000,  67.00000,  -0.49275
  68.65265,  31.00000,  69.00000,  -0.34735
  70.36121,  31.00000,  71.00000,  -0.63879
