  31.34818,  31.00000,  33.00000,  -1.65182
  32.35440,  31.00000,  35.00000,  -2.64560
  33.50333,  31.00000,  37.00000,  -3.49667
  34.48210,  31.00000,  39.00000,  -4.51790
  35.63757,  31.00000,  41.00000,  -5.36243
  36.49976,  31.00000,  43.00000,  -6.50024
  37.65021,  31.00000,  45.00000,  -7.34979
  38.50000,  31.00000,  47.00000,  -8.50000
  39.50000,  31.00000,  49.00000,  -9.50000
  28.72076,  31.00000,  51.00000, -22.27924
  41.83741,  31.00000,  53.00000, -11.16259
  29.50107,  31.00000,  55.00000, -25.49893
  43.54800,  31.00000,  57.00000, -13.45200
  44.48260,  31.00000,  59.00000, -14.51740
  45.24064,  31.00000,  61.00000, -15.75936
  46.56257,  31.00000,  63.00000, -16.43743
  47.21397,  31.00000,  65.00000, -17.78603
  48.60031,  31.00000,  67.00000, -18.39969
  49.51467,  31.00000,  69.00000, -19.48533
  50.20573,  31.00000,  71.00000, -20.79427
