  32.50892,  31.00000,  33.00000,  -0.49108
  34.65488,  31.00000,  35.00000,  -0.34512
  36.49691,  31.00000,  37.00000,  -0.50309
  38.50428,  31.00000,  39.00000,  -0.49572
  40.35087,  31.00000,  41.00000,  -0.64913
  42.50309,  31.00000,  43.00000,  -0.49691
  44.50713,  31.00000,  45.00000,  -0.49287
  46.51925,  31.00000,  47.00000,  -0.48075
  48.50155,  31.00000,  49.00000,  -0.49845
  50.35515,  31.00000,  51.00000,  -0.64485
  52.35342,  31.00000,  53.00000,  -0.64658
  54.49394,  31.00000,  55.00000,  -0.50606
  56.64837,  31.00000,  57.00000,  -0.35163
  58.50664,  31.00000,  59.00000,  -0.49336
  60.64695,  31.00000,  61.00000,  -0.35305
  62.50512,  31.00000,  63.00000,  -0.49488
  64.50071,  31.00000,  65.00000,  -0.49929
  66.64340,  31.00000,  67.00000,  -0.35660
  68.64842,  31.00000,  69.00000,  -0.35158
  70.50178,  31.00000,  71.00000,  -0.49822
