2.000000000000000000e+00,3.250892000000000337e+01,3.100000000000000000e+01,3.300000000000000000e+01,-4.910800000000000165e-01,4.949697792031577848e+01,3.250148020229431012e+01,1.000000000000000000e+00
4.000000000000000000e+00,3.465487999999999857e+01,3.100000000000000000e+01,3.500000000000000000e+01,-3.451199999999999823e-01,4.962593208849448700e+01,3.462556233438097308e+01,1.000000000000000000e+00
6.000000000000000000e+00,3.649690999999999974e+01,3.100000000000000000e+01,3.700000000000000000e+01,-5.030900000000000372e-01,4.949811763253718766e+01,3.649768561377522502e+01,1.000000000000000000e+00
8.000000000000000000e+00,3.850428000000000139e+01,3.100000000000000000e+01,3.900000000000000000e+01,-4.957199999999999940e-01,4.950033910845304774e+01,3.849688636784019025e+01,1.000000000000000000e+00
1.000000000000000000e+01,4.035087000000000046e+01,3.100000000000000000e+01,4.100000000000000000e+01,-6.491299999999999848e-01,4.962784108407760897e+01,4.037259008315368192e+01,1.000000000000000000e+00
1.200000000000000000e+01,4.250309000000000026e+01,3.100000000000000000e+01,4.300000000000000000e+01,-4.969100000000000183e-01,4.949845488257107462e+01,4.250166872682324026e+01,1.000000000000000000e+00
1.400000000000000000e+01,4.450712999999999653e+01,3.100000000000000000e+01,4.500000000000000000e+01,-4.928699999999999748e-01,4.949962990377498073e+01,4.450339254872933736e+01,1.000000000000000000e+00
1.600000000000000000e+01,4.651924999999999955e+01,3.100000000000000000e+01,4.700000000000000000e+01,-4.807500000000000107e-01,4.950783370342956147e+01,4.651603750308413510e+01,1.000000000000000000e+00
1.800000000000000000e+01,4.850155000000000172e+01,3.100000000000000000e+01,4.900000000000000000e+01,-4.984500000000000042e-01,4.950083328189617760e+01,4.850015431146225353e+01,1.000000000000000000e+00
2.000000000000000000e+01,5.035515000000000185e+01,3.100000000000000000e+01,5.100000000000000000e+01,-6.448500000000000343e-01,4.937848335388409282e+01,5.038655980271270352e+01,1.000000000000000000e+00
2.200000000000000000e+01,5.235341999999999985e+01,3.100000000000000000e+01,5.300000000000000000e+01,-6.465800000000000436e-01,4.960545645330535081e+01,5.239367940250601663e+01,1.000000000000000000e+00
2.400000000000000000e+01,5.449394000000000204e+01,3.100000000000000000e+01,5.500000000000000000e+01,-5.060599999999999543e-01,4.949719568567026329e+01,5.449762711864406839e+01,1.000000000000000000e+00
2.600000000000000000e+01,5.664836999999999989e+01,3.100000000000000000e+01,5.700000000000000000e+01,-3.516299999999999981e-01,4.937096575511209551e+01,5.662903424488790449e+01,1.000000000000000000e+00
2.800000000000000000e+01,5.850663999999999731e+01,3.100000000000000000e+01,5.900000000000000000e+01,-4.933600000000000207e-01,4.950107938074384606e+01,5.850255967433540860e+01,1.000000000000000000e+00
3.000000000000000000e+01,6.064694999999999681e+01,3.100000000000000000e+01,6.100000000000000000e+01,-3.530499999999999750e-01,4.937027676755224093e+01,6.062972323244775907e+01,1.000000000000000000e+00
3.200000000000000000e+01,6.250511999999999802e+01,3.100000000000000000e+01,6.300000000000000000e+01,-4.948799999999999866e-01,4.949481353420597429e+01,6.250506297851321591e+01,1.000000000000000000e+00
3.400000000000000000e+01,6.450070999999999799e+01,3.100000000000000000e+01,6.500000000000000000e+01,-4.992900000000000116e-01,4.949697493517718527e+01,6.449691319916038879e+01,1.000000000000000000e+00
3.600000000000000000e+01,6.664339999999999975e+01,3.100000000000000000e+01,6.700000000000000000e+01,-3.565999999999999726e-01,4.936949821230427915e+01,6.662834422389347822e+01,1.000000000000000000e+00
3.800000000000000000e+01,6.864842000000000155e+01,3.100000000000000000e+01,6.900000000000000000e+01,-3.515800000000000036e-01,4.937451451821712567e+01,6.862258800320572050e+01,1.000000000000000000e+00
4.000000000000000000e+01,7.050177999999999656e+01,3.100000000000000000e+01,7.100000000000000000e+01,-4.982199999999999962e-01,4.949747132108054615e+01,7.049882817318366790e+01,1.000000000000000000e+00
