  31.64731,  31.00000,  33.00000,  -1.35269
  32.71682,  31.00000,  35.00000,  -2.28318
  34.28794,  31.00000,  37.00000,  -2.71206
  35.50190,  31.00000,  39.00000,  -3.49810
  36.69988,  31.00000,  41.00000,  -4.30012
  39.35554,  31.00000,  43.00000,  -3.64446
  43.27576,  31.00000,  45.00000,  -1.72424
  46.49941,  31.00000,  47.00000,  -0.50059
  48.70873,  31.00000,  49.00000,  -0.29127
  51.35487,  31.00000,  51.00000,   0.35487
  53.35038,  31.00000,  53.00000,   0.35038
  55.35238,  31.00000,  55.00000,   0.35238
  57.36052,  31.00000,  57.00000,   0.36052
  58.72074,  31.00000,  59.00000,  -0.27926
  60.64028,  31.00000,  61.00000,  -0.35972
  62.64732,  31.00000,  63.00000,  -0.35268
  64.64482,  31.00000,  65.00000,  -0.35518
  66.64379,  31.00000,  67.00000,  -0.35621
  48.07110,  31.00000,  69.00000, -20.92890
  49.83445,  31.00000,  71.00000, -21.16555
