2.000000000000000000e+00,3.164731000000000094e+01,3.100000000000000000e+01,3.300000000000000000e+01,-1.352689999999999948e+00,4.938865265459846654e+01,3.159992710484753076e+01,1.000000000000000000e+00
4.000000000000000000e+00,3.271681999999999846e+01,3.100000000000000000e+01,3.500000000000000000e+01,-2.283180000000000209e+00,4.949688350983358731e+01,3.274565809379727455e+01,1.000000000000000000e+00
6.000000000000000000e+00,3.428793999999999897e+01,3.100000000000000000e+01,3.700000000000000000e+01,-2.712060000000000137e+00,4.951296655356276943e+01,3.426654144449830142e+01,1.000000000000000000e+00
8.000000000000000000e+00,3.550189999999999912e+01,3.100000000000000000e+01,3.900000000000000000e+01,-3.498099999999999987e+00,4.949856313054112178e+01,3.549819627025374302e+01,1.000000000000000000e+00
1.000000000000000000e+01,3.669988000000000028e+01,3.100000000000000000e+01,4.100000000000000000e+01,-4.300119999999999720e+00,4.947639432485323141e+01,3.685818248532289942e+01,1.000000000000000000e+00
1.200000000000000000e+01,3.935553999999999775e+01,3.100000000000000000e+01,4.300000000000000000e+01,-3.644460000000000033e+00,4.961545618061154528e+01,3.935551696334429295e+01,1.000000000000000000e+00
1.400000000000000000e+01,4.327575999999999823e+01,3.100000000000000000e+01,4.500000000000000000e+01,-1.724239999999999995e+00,4.950290026819684641e+01,4.326295764984718772e+01,1.000000000000000000e+00
1.600000000000000000e+01,4.649940999999999747e+01,3.100000000000000000e+01,4.700000000000000000e+01,-5.005899999999999794e-01,4.949900812695975105e+01,4.647405132143085638e+01,1.000000000000000000e+00
1.800000000000000000e+01,4.870873000000000275e+01,3.100000000000000000e+01,4.900000000000000000e+01,-2.912699999999999734e-01,4.950374344896431467e+01,4.872941103069628355e+01,1.000000000000000000e+00
2.000000000000000000e+01,5.135486999999999824e+01,3.100000000000000000e+01,5.100000000000000000e+01,3.548700000000000188e-01,4.937094958088326990e+01,5.134542724884273923e+01,1.000000000000000000e+00
2.200000000000000000e+01,5.335038000000000125e+01,3.100000000000000000e+01,5.300000000000000000e+01,3.503800000000000248e-01,4.937240908526747063e+01,5.334243514955939247e+01,1.000000000000000000e+00
2.400000000000000000e+01,5.535237999999999658e+01,3.100000000000000000e+01,5.500000000000000000e+01,3.523800000000000265e-01,4.938830083565459717e+01,5.533933766635716722e+01,1.000000000000000000e+00
2.600000000000000000e+01,5.736052000000000106e+01,3.100000000000000000e+01,5.700000000000000000e+01,3.605200000000000071e-01,4.962775030902348306e+01,5.732929542645241128e+01,1.000000000000000000e+00
2.800000000000000000e+01,5.872073999999999927e+01,3.100000000000000000e+01,5.900000000000000000e+01,-2.792600000000000082e-01,4.949696039299969641e+01,5.873675161191280125e+01,1.000000000000000000e+00
3.000000000000000000e+01,6.064027999999999707e+01,3.100000000000000000e+01,6.100000000000000000e+01,-3.597199999999999842e-01,4.941749784509296717e+01,6.066525058490334033e+01,1.000000000000000000e+00
3.200000000000000000e+01,6.264732000000000056e+01,3.100000000000000000e+01,6.300000000000000000e+01,-3.526799999999999935e-01,4.938980962355985582e+01,6.261185385989772811e+01,1.000000000000000000e+00
3.400000000000000000e+01,6.464481999999999573e+01,3.100000000000000000e+01,6.500000000000000000e+01,-3.551799999999999957e-01,4.939016575266498421e+01,6.456109433729743330e+01,1.000000000000000000e+00
3.600000000000000000e+01,6.664378999999999564e+01,3.100000000000000000e+01,6.700000000000000000e+01,-3.562100000000000266e-01,4.938788548961788649e+01,6.643137977638529890e+01,1.000000000000000000e+00
3.800000000000000000e+01,4.807110000000000127e+01,3.100000000000000000e+01,6.900000000000000000e+01,-2.092889999999999873e+01,4.952075801022316170e+01,6.982651789053734603e+01,2.000000000000000000e+00
4.000000000000000000e+01,4.983444999999999681e+01,3.100000000000000000e+01,7.100000000000000000e+01,-2.116554999999999964e+01,4.949996887256428124e+01,7.162335802776567562e+01,2.000000000000000000e+00
