  31.49430,  31.00000,  33.00000,  -1.50570
  32.49952,  31.00000,  35.00000,  -2.50048
  33.48987,  31.00000,  37.00000,  -3.51013
  34.69797,  31.00000,  39.00000,  -4.30203
  35.70781,  31.00000,  41.00000,  -5.29219
  36.65169,  31.00000,  43.00000,  -6.34831
  38.72275,  31.00000,  45.00000,  -6.27725
  38.50000,  31.00000,  47.00000,  -8.50000
  39.50000,  31.00000,  49.00000,  -9.50000
  51.71759,  31.00000,  51.00000,   0.71759
  53.73155,  31.00000,  53.00000,   0.73155
  55.49655,  31.00000,  55.00000,   0.49655
  57.35580,  31.00000,  57.00000,   0.35580
  59.35991,  31.00000,  59.00000,   0.35991
  61.28933,  31.00000,  61.00000,   0.28933
  45.72818,  31.00000,  63.00000, -17.27182
  46.93058,  31.00000,  65.00000, -18.06942
  47.99701,  31.00000,  67.00000, -19.00299
  49.18342,  31.00000,  69.00000, -19.81658
  50.20155,  31.00000,  71.00000, -20.79845
